"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"03111099999","2019-01-01","55.4333333","-5.7","10.0","MACHRIHANISH, UK","  43.8","24","  37.3","24","1036.6","24","035.3","24"," 13.9","24"," 11.0","24"," 22.9"," 30.9","  50.4","*","  34.0","*"," 0.03","G","999.9","000000"
"03114099999","2019-01-03","56.417","-5.467","4.0","OBAN, UK","  40.0"," 7","  36.4"," 7","9999.9"," 0","999.9"," 0","  5.8"," 7","  6.2"," 7","  8.0","999.9","  41.0","*","  39.2","*"," 0.00","I","999.9","000000"
"03132099999","2019-01-01","54.85","-4.95","12.0","WEST FREUGH AUT, UK","  42.9","24","  38.1","24","1036.5","24","035.1","24"," 15.3","24","  7.8","24"," 18.1"," 25.1","  50.9","*","  29.3","*"," 0.02","G","999.9","010000"
"03134099999","2019-01-01","55.9","-4.5333333","59.0","GLASGOW BISHOPTON, UK","  41.7","24","  34.1","24","1036.0","24","028.6","24"," 15.6","24","  6.7","24"," 15.0"," 22.9","  51.8","*","  31.1","*"," 0.01","G","999.9","010000"
"03135099999","2019-01-01","55.509444","-4.586667","19.81","PRESTWICK, UK","  41.3","24","  36.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  4.5","24"," 19.0","999.9","  50.0","*","  30.2","*"," 0.00","I","999.9","000000"
"03136099999","2019-01-01","55.5166666","-4.5833333","27.0","PRESTWICK RNAS, UK","  42.3","24","  35.9","24","1036.1","24","032.7","24"," 15.8","24","  6.4","24"," 15.9","999.9","  50.7","*","  33.3","*"," 0.01","G","999.9","010000"
"03139499999","2019-01-03","55.437222","-5.686389","12.8","CAMPBELTOWN, UK","  43.4","12","  39.2","12","9999.9"," 0","999.9"," 0","  6.2","12","  5.6","12","  9.9","999.9","  44.6","*","  42.8","*"," 0.00","I","999.9","000000"
"03140099999","2019-01-01","55.871944","-4.433056","7.92","GLASGOW, UK","  40.6","24","  34.8","24","9999.9"," 0","999.9"," 0","  6.2","24","  6.2","24"," 21.0","999.9","  51.8","*","  26.6","*","99.99"," ","999.9","010000"
"03140199999","2019-01-01","61.6166666","1.3","470.0","MAGNUS OIL PLATFORM, UK","  39.1","24","  27.4","24","9999.9"," 0","999.9"," 0","  4.5"," 4"," 47.6","24"," 72.1"," 88.0","  42.8","*","  35.6","*","99.99"," ","999.9","010000"
"03140299999","2019-01-01","59.7333333","1.6666666","470.0","BRUCE OIL PLATFORM, UK","  41.1","24","  29.1","24","9999.9"," 0","999.9"," 0","  6.0","16"," 49.5","24"," 62.9"," 72.1","  44.6","*","  39.2","*","99.99"," ","999.9","010000"
"03140399999","2019-01-01","59.2666666","1.5","470.0","HARDING OIL PLATFORM, UK","  42.9","24","  29.8","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 52.4","24"," 66.0"," 76.9","  44.6","*","  41.0","*"," 0.00","I","999.9","000000"
"03140599999","2019-01-01","58.0333333","1.4","470.0","ANDREW OIL PLATFORM, UK","  43.4","24","  30.8","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 43.2","24"," 49.9"," 60.0","  46.4","*","  41.0","*"," 0.00","I","999.9","000000"
"03140699999","2019-01-01","57.3666666","1.9833333","470.0","MUNGO OIL PLATFORM, UK","  43.5","24","  31.6","24","9999.9"," 0","999.9"," 0","  6.2","24"," 40.8","24"," 49.0"," 61.0","  46.4","*","  39.2","*","99.99"," ","999.9","010000"
"03140799999","2019-01-01","57.2833333","1.65","470.0","MARNOCK OIL PLATFORM, UK","  44.4","24","  29.7","24","9999.9"," 0","999.9"," 0","  6.2","18"," 41.6","24"," 48.0"," 60.0","  48.2","*","  41.0","*"," 0.00","I","999.9","000000"
"03140899999","2019-01-01","54.0166666","1.1","470.0","RAVENSPURN N OIL PLATFORM, UK","  46.1","24","  37.9","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 25.0","24"," 35.9"," 40.0","  48.2","*","  42.8","*"," 0.00","I","999.9","000000"
"03140999999","2019-01-01","53.7","1.1333333","470.0","WEST SOLE OIL PLATFORM, UK","  47.7","24","  38.5","24","9999.9"," 0","999.9"," 0","  6.2"," 4"," 21.4","24"," 35.9","999.9","  55.4","*","  44.6","*","99.99"," ","999.9","010000"
"03141299999","2019-01-01","60.6833333","-2.5333333","470.0","CLAIR OIL PLATFORM, UK","  36.1","24","  24.3","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 37.6","24"," 53.0"," 62.9","  37.4","*","  35.6","*","99.99"," ","999.9","001000"
"03141399999","2019-01-01","54.0333333","0.7166666","470.0","CLEETON OIL PLATFORM, UK","  46.3","24","  37.3","24","9999.9"," 0","999.9"," 0","  6.2","19"," 28.9","24"," 39.0"," 46.0","  48.2","*","  42.8","*","99.99"," ","999.9","010000"
"03144099999","2019-01-01","56.3166666","-3.7333333","35.0","STRATHALLEN AIRFIELD, UK","  39.9","24","  30.9","24","1035.8","24","031.4","24"," 21.2","24","  6.0","24"," 21.0"," 32.1","  54.0","*","  26.8","*","99.99"," ","999.9","010000"
"03148099999","2019-01-01","56.4166666","-4.3166666","564.0","GLEN OGLE, UK","  34.1","24","  31.4","22","9999.9"," 0","999.9"," 0","999.9"," 0"," 12.0","24"," 27.0"," 36.9","  42.3","*","  29.8","*"," 0.00","I","999.9","000000"
"03153099999","2019-01-06","54.8","-4.0","113.0","DUNDRENNAN, UK","  46.3"," 6","  46.2"," 6","1033.6"," 6","019.5"," 6","  1.5"," 6"," 11.3"," 6"," 14.0","999.9","  46.8","*","  45.9","*"," 0.12","E","999.9","010000"
"03155099999","2019-01-01","55.6166666","-3.7333333","245.0","DRUMALBIN, UK","  38.1","24","  34.2","24","1036.0","24","005.2","24"," 21.2","24","  7.3","24"," 25.1"," 33.0","  49.1","*","  28.6","*"," 0.01","G","999.9","000000"
"03158099999","2019-01-01","55.7","-2.3833333","111.0","CHARTERHALL, UK","  42.4","24","  33.2","24","1034.6","24","020.5","24"," 29.4","24","  8.1","24"," 15.9"," 23.9","  52.2","*","  37.4","*"," 0.00","I","999.9","000000"
"03160099999","2019-01-01","55.95","-3.3725","41.14","EDINBURGH, UK","  39.0","24","  33.9","24","9999.9"," 0","999.9"," 0","  6.2","15","  4.8","24"," 17.1"," 21.0","  51.8","*","  24.8","*"," 0.00","I","999.9","000000"
"03162099999","2019-01-01","55.3166666","-3.2","242.0","ESKDALEMUIR, UK","  39.0","24","  33.4","24","1035.9","24","006.2","24"," 16.8","24","  6.5","24"," 15.9","999.9","  49.3","*","  25.5","*"," 0.00","G","999.9","010000"
"03163499999","2019-01-02","56.452499","-3.025833","5.18","DUNDEE, UK","  30.6"," 8","  27.1"," 8","9999.9"," 0","999.9"," 0","999.9"," 0","  1.8"," 8","  4.1","999.9","  33.8","*","  28.4","*"," 0.00","I","999.9","000000"
"03165099999","2019-01-01","55.05","-2.55","325.0","SPADEADAM, UK","  37.7","24","  34.8","24","9999.9"," 0","999.9"," 0","  5.2","24","  7.9","24"," 25.1"," 35.0","  46.4","*","  30.2","*","99.99"," ","999.9","010000"
"03166099999","2019-01-01","55.9333333","-3.35","57.0","EDINBURGH GOGARBANK, UK","  39.9","24","  34.3","24","1035.6","24","028.3","24"," 17.6","24","  5.7","24"," 18.1","999.9","  51.8","*","  28.0","*"," 0.00","G","999.9","000000"
"03171099999","2019-01-01","56.372889","-2.868444","11.58","LEUCHARS, UK","  42.3","24","  31.5","24","9999.9"," 0","999.9"," 0","  7.6","18","  7.6","24"," 20.0","999.9","  54.7","*","  28.4","*"," 0.00","G","999.9","010000"
"03204099999","2019-01-01","54.083333","-4.623889","16.76","ISLE OF MAN, IM","  45.8","24","  39.5","24","9999.9"," 0","999.9"," 0","  6.5","24","  8.5","24"," 18.1"," 25.1","  50.9","*","  37.4","*"," 0.00","G","999.9","010000"
"03210099999","2019-01-01","54.5166666","-3.6","123.0","ST BEES HEAD NUMBER 2, UK","  42.6","24","  38.3","24","1036.3","24","020.7","24"," 15.4","24"," 11.7","24"," 20.0"," 29.9","  48.2","*","  33.8","*"," 0.01","G","999.9","000000"
"03212099999","2019-01-01","54.6166666","-3.1666666","81.0","KESWICK, UK","  43.5","24","  37.7","24","1036.1","24","025.9","24"," 14.0","24","  6.1","24"," 14.0","999.9","  50.2","*","  34.9","*"," 0.01","G","999.9","010000"
"03214099999","2019-01-01","54.131167","-3.263667","14.32","WALNEY ISLAND, UK","  44.4","24","  39.8","24","1035.9","24","034.0","24"," 14.9","24","  8.9","24"," 15.0","999.9","  49.5","*","  36.5","*","99.99"," ","999.9","010000"
"03214599999","2019-01-02","53.745097","-2.883061","16.76","WARTON, UK","  35.0","13","  29.6","13","9999.9"," 0","999.9"," 0","  6.2","11","  2.1","13","  4.1","999.9","  41.0","*","  28.4","*"," 0.00","I","999.9","000000"
"03220099999","2019-01-01","54.9333333","-2.9666666","27.0","CARLISLE, UK","  42.6","24","  37.5","24","1035.7","24","032.1","24"," 19.4","24","999.9"," 0","999.9","999.9","  49.5","*","  32.9","*"," 0.02","G","999.9","000000"
"03222099999","2019-06-17","54.9375","-2.809167","57.91","CARLISLE, UK","  61.2","10","  48.4","10","9999.9"," 0","999.9"," 0","  6.2","10"," 13.3","10"," 18.1"," 31.1","  64.4","*","  57.2","*"," 0.00","I","999.9","000000"
"03224099999","2019-01-01","55.05","-2.55","286.0","SPADEADAM NUMBER 2, UK","  38.2","24","  35.2","23","1035.3","24","999.6","24"," 11.8","24","  8.7","24"," 25.1"," 35.0","  45.7","*","  30.7","*"," 0.05","G","999.9","010000"
"03225099999","2019-01-01","54.5","-2.6833333","255.0","SHAP, UK","  40.7","24","  35.6","24","1035.9","24","004.3","24"," 21.6","24","  6.3","24"," 14.0"," 22.0","  50.2","*","  26.2","*"," 0.00","I","999.9","000000"
"03226099999","2019-01-01","54.5666666","-2.4166666","227.0","WARCOP RANGE, UK","  41.9","24","  36.8","24","1035.2","24","006.8","24"," 23.0","24","  9.7","24"," 16.9"," 28.9","  48.6","*","  35.1","*"," 0.01","E","999.9","010000"
"03227099999","2019-01-01","54.6833333","-2.45","847.0","GREAT DUN FELL NUMBER 2, UK","  33.3","24","  27.4"," 7","9999.9"," 0","999.9"," 0","999.9"," 0"," 23.9","24"," 48.0"," 61.0","  41.0","*","  25.9","*"," 0.00","I","999.9","000000"
"03230099999","2019-01-01","55.2833333","-2.2833333","212.0","REDESDALE CAMP, UK","  40.8","24","  34.5","24","1035.0","24","008.6","24"," 23.9","24","  5.6","24","  9.9","999.9","  50.9","*","  32.0","*"," 0.00","I","999.9","000000"
"03238099999","2019-01-01","55.0166666","-1.8666666","146.0","ALBEMARLE, UK","  41.9","24","  36.1","24","1034.4","24","016.6","24"," 16.7","24","  6.4","24"," 12.0"," 25.1","  48.4","*","  37.4","*"," 0.02","G","999.9","010000"
"03240099999","2019-01-01","55.424167","-1.603333","21.33","BOULMER, UK","  45.4","24","  34.5","24","9999.9"," 0","999.9"," 0","  7.0","24"," 10.7","24"," 15.0"," 25.1","  53.8","*","  41.0","*","99.99"," ","999.9","010000"
"03243399999","2019-01-01","55.0375","-1.691667","81.07","NEWCASTLE, UK","  42.8","24","  36.1","24","9999.9"," 0","999.9"," 0","  6.2","21","  8.9","24"," 19.0","999.9","  50.0","*","  37.4","*"," 0.00","I","999.9","000000"
"03257099999","2019-01-01","54.292383","-1.5354","40.23","LEEMING, UK","  45.3","24","  37.5","24","9999.9"," 0","999.9"," 0","  6.6","24","  8.5","24"," 15.0","999.9","  51.8","*","  39.2","*"," 0.00","G","999.9","000000"
"03263599999","2019-01-01","54.509189","-1.429406","36.57","DURHAM TEES VALLEY AIRPORT, UK","  41.6"," 9","  31.0"," 9","9999.9"," 0","999.9"," 0","  6.2"," 9","  9.2"," 9"," 13.0","999.9","  44.6","*","  39.2","*"," 0.00","I","999.9","000000"
"03264399999","2019-01-01","54.205522","-1.382094","28.04","TOPCLIFFE, UK","  45.2","24","  37.5","24","9999.9"," 0","999.9"," 0","  6.2","24","  8.0","24"," 13.0","999.9","  50.0","*","  39.2","*"," 0.00","I","999.9","000000"
"03265099999","2019-01-01","54.2","-1.3833333","28.0","TOPCLIFFE, UK","  45.7","24","  38.0","24","1034.9","24","031.8","24"," 24.4","24","  8.4","24"," 14.0","999.9","  50.4","*","  40.1","*"," 0.00","I","999.9","000000"
"03266099999","2019-01-01","54.048911","-1.252747","16.15","LINTON ON OUSE, UK","  45.3","24","  38.9","24","9999.9"," 0","999.9"," 0","  6.5","24","  9.4","24"," 18.1","999.9","  50.0","*","  39.2","*"," 0.00","G","999.9","000000"
"03275099999","2019-01-01","54.5666666","-0.8666666","159.0","LOFTUS, UK","  43.9","24","  37.4","24","1033.9","24","014.1","24"," 19.5","24"," 15.8","24"," 20.0","999.9","  49.3","*","  40.1","*"," 0.00","G","999.9","010000"
"03281099999","2019-01-01","54.3666666","-0.6666666","262.0","FYLINGDALES, UK","  42.3","24","  36.6","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 13.8","24"," 19.0","999.9","  48.2","*","  37.8","*"," 0.00","G","999.9","000000"
"03292099999","2019-01-01","54.1","-0.1666666","19.0","BRIDLINGTON MRSC, UK","  46.1","24","  38.3","24","1033.2","24","031.4","24","999.9"," 0"," 11.3","24"," 14.0","999.9","  49.3","*","  42.4","*"," 0.00","G","999.9","000000"
"03301099999","2019-01-01","53.2666666","-4.3666666","62.0","MONA, UK","  46.1","24","  42.2","24","1037.4","24","029.9","24","  8.9","24","  6.8","24"," 11.1","999.9","  49.3","*","  36.9","*"," 0.00","G","999.9","000000"
"03302099999","2019-01-01","53.248097","-4.535339","11.27","VALLEY, UK","  47.7","24","  42.9","24","9999.9"," 0","999.9"," 0","  6.6","24","  8.6","24"," 12.0","999.9","  50.4","*","  39.2","*"," 0.01","E","999.9","010000"
"03305099999","2019-01-01","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","  45.4","24","  40.6","24","1037.4","24","010.5","24"," 14.8","24","  9.2","24"," 18.1","999.9","  49.3","*","  36.3","*"," 0.00","G","999.9","010000"
"03313099999","2019-01-01","53.25","-3.5","76.0","RHYL NUMBER 2, UK","  45.8","24","  41.1","24","1036.9","24","027.3","24"," 18.2","24","  7.7","24"," 13.0"," 22.9","  50.0","*","  37.4","*"," 0.02","E","999.9","000000"
"03316099999","2019-01-01","53.5","-3.0666666","9.0","CROSBY, UK","  44.1","24","  40.8","24","1036.4","24","035.2","24"," 11.3","24"," 12.4","24"," 22.9","999.9","  49.1","*","  30.9","*"," 0.00","G","999.9","010000"
"03318099999","2019-01-01","53.771667","-3.028611","10.36","BLACKPOOL, UK","  44.9","24","  40.0","24","9999.9"," 0","999.9"," 0","999.9"," 0","  9.3","24"," 15.9"," 25.1","  49.1","*","  34.2","*"," 0.00","I","999.9","000000"
"03321099999","2019-01-01","53.178056","-2.977778","13.71","HAWARDEN, UK","  46.1","24","  40.9","24","1036.6","24","035.3","24"," 11.6","24","  7.0","24"," 13.0"," 18.1","  51.1","*","  36.0","*"," 0.02","E","999.9","110000"
"03323399999","2019-01-01","53.333611","-2.849722","24.38","LIVERPOOL, UK","  46.1","24","  40.0","24","9999.9"," 0","999.9"," 0","  6.2","21"," 10.4","24"," 15.0","999.9","  50.0","*","  35.6","*"," 0.00","I","999.9","000000"
"03330099999","2019-01-01","53.1333333","-1.9833333","299.0","LEEK THORNCLIFFE, UK","  41.4","24","  38.7","24","1036.0","24","998.8","24","  9.7","24","  8.2","24"," 14.0","999.9","  45.1","*","  34.0","*"," 0.03","G","999.9","110000"
"03334099999","2019-01-01","53.353744","-2.27495","78.33","MANCHESTER, UK","  44.9","24","  38.4","24","9999.9"," 0","999.9"," 0","  6.0","24","  8.3","24"," 15.0","999.9","  48.2","*","  33.8","*","99.99"," ","999.9","010000"
"03344099999","2019-01-01","53.8166666","-1.8666666","267.0","BINGLEY NUMBER 2, UK","  42.5","24","  38.3","24","1035.4","24","002.8","24"," 15.6","24","  7.8","24"," 14.0","999.9","  46.9","*","  34.9","*"," 0.00","G","999.9","010000"
"03346099999","2019-01-01","53.6","-1.6666666","267.0","EMLEY MOOR NUMBER 2, UK","  42.9","24","  38.0","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 12.6","24"," 28.0"," 37.9","  47.3","*","  36.5","*"," 0.00","I","999.9","000000"
"03346399999","2019-01-01","53.865897","-1.660569","207.56","LEEDS BRADFORD, UK","  43.6","24","  37.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  9.0","24"," 19.0","999.9","  48.2","*","  37.4","*","99.99"," ","999.9","010000"
"03346599999","2019-01-01","50.4333333","-4.9833333","119.0","NEWQUAY CORNWALL, UK","  48.2","11","  43.3","11","9999.9"," 0","999.9"," 0","  6.2","11","  7.2","11","  8.9","999.9","9999.9"," ","9999.9"," "," 0.00","I","999.9","000000"
"03351099999","2019-01-01","53.3666666","-2.3833333","35.0","ROSTHERNE NUMBER 2, UK","  44.1","24","  39.9","24","1036.1","24","031.7","24","  8.6","24","  7.1","24"," 13.0","999.9","  49.3","*","  30.0","*"," 0.00","G","999.9","110000"
"03354099999","2019-01-01","53.0","-1.25","117.0","NOTTINGHAM WATNALL, UK","  45.2","24","  38.6","24","1035.6","24","021.0","24"," 15.5","24","  6.3","24","  8.9","999.9","  50.9","*","  38.7","*"," 0.00","I","999.9","000000"
"03372399999","2019-07-15","52.962225","-0.561625","111.86","BARKSTON HEATH, UK","  63.5"," 4","9999.9"," 0","9999.9"," 0","999.9"," 0","  6.2"," 4","  3.8"," 4","  5.1","999.9","  66.2","*","  59.0","*"," 0.00","I","999.9","000000"
"03373099999","2019-01-01","53.307778","-0.550833","61.56","SCAMPTON, UK","  44.6","24","  39.5","24","9999.9"," 0","999.9"," 0","  6.7","24","  9.3","24"," 14.0","999.9","  48.2","*","  39.2","*"," 0.00","I","999.9","000000"
"03373599999","2019-01-01","53.574444","-0.350833","36.88","HUMBERSIDE, UK","  46.5","24","  40.0","24","9999.9"," 0","999.9"," 0","  6.2","24","  9.9","24"," 18.1","999.9","  50.0","*","  41.0","*","99.99"," ","999.9","010000"
"03377099999","2019-01-01","53.166167","-0.523811","70.4","WADDINGTON, UK","  45.3","24","  39.2","24","9999.9"," 0","999.9"," 0","  6.6","24","  7.3","24","  9.9","999.9","  48.2","*","  39.2","*"," 0.00","I","999.9","000000"
"03379099999","2019-01-01","53.03035","-0.483242","66.44","CRANWELL, UK","  44.9","24","  38.9","24","9999.9"," 0","999.9"," 0","  6.7","24","  9.3","24"," 13.0","999.9","  48.6","*","  39.2","*"," 0.00","G","999.9","000000"
"03382099999","2019-01-01","53.8666666","-0.4333333","7.0","LECONFIELD, UK","  46.0","24","  38.4","24","1033.9","24","033.0","24"," 14.3","24","  8.1","24"," 13.0","999.9","  49.3","*","  41.4","*","99.99"," ","999.9","010000"
"03384099999","2019-01-01","53.8666667","-0.4333333","6.0","LECONFIELD AUT, UK","  46.1","24","  37.8","24","9999.9"," 0","999.9"," 0","  6.2","24","  8.0","24"," 13.0","999.9","  50.0","*","  41.0","*"," 0.00","I","999.9","000000"
"03385099999","2019-01-01","53.4666666","0.0666666","8.0","DONNA NOOK, UK","  45.9","24","  39.8","24","1033.8","24","032.8","24"," 16.1","24"," 14.2","24"," 24.1","999.9","  49.1"," ","  42.1","*"," 0.00","I","999.9","000000"
"03385199999","2019-01-01","53.4749","0.1521","3.0","DONNA NOOK RAF, UK","  45.7","24","  39.5","24","9999.9"," 0","999.9"," 0","  6.2","24"," 14.4","24"," 24.1","999.9","  48.2","*","  42.8","*"," 0.00","I","999.9","000000"
"03391099999","2019-01-01","53.093014","-0.166014","7.62","CONINGSBY, UK","  45.8","24","  38.9","24","9999.9"," 0","999.9"," 0","  6.6","24","  8.6","24"," 14.0","999.9","  48.6","*","  41.0","*"," 0.00","G","999.9","000000"
"03392099999","2019-01-01","53.0833333","0.2666667","5.0","WAINFLEET AUT, UK","  44.9","24","  39.6","24","1034.0","24","033.7","24","  9.6","24"," 11.1","24"," 15.0","999.9","  49.1","*","  41.4","*"," 0.00","I","999.9","000000"
"03396199999","2019-01-01","53.567","0.117","7.0","SPURN HEAD POINT, UK","  46.2","24","  38.5","24","1033.3","24","999.9"," 0","999.9"," 0","999.9"," 0","999.9","999.9","  48.6","*","  43.3","*"," 0.00","I","999.9","000000"
"03405099999","2019-01-01","52.7833333","-4.7333333","94.0","ABERDARON, UK","  46.4","24","  42.1","24","1038.2","24","026.3","24"," 18.9","24"," 12.2","24"," 15.0","999.9","  49.1","*","  39.2","*"," 0.00","I","999.9","000000"
"03405499999","2019-01-01","53.474722","-1.004444","16.76","DONCASTER SHEFFIELD, UK","  47.3","24","  40.7","24","9999.9"," 0","999.9"," 0","  6.2","21","  9.5","24"," 15.9","999.9","  51.8","*","  41.0","*"," 0.00","I","999.9","000000"
"03409099999","2019-01-01","52.9","-3.5833333","163.0","BALA, UK","  44.6","24","  39.8","24","1037.1","24","016.6","24","999.9"," 0","  3.7","18"," 11.1","999.9","  49.3","*","  32.2","*"," 0.00","I","999.9","000000"
"03410099999","2019-01-01","52.75","-3.4666666","359.0","LAKE VYRNWY NUMBER 2, UK","  42.7","24","  39.5","24","1036.8","24","992.1","24"," 21.9","24","  7.6","24"," 13.0","999.9","  46.8","*","  35.8","*"," 0.00","I","999.9","000000"
"03414099999","2019-01-01","52.798169","-2.668042","75.89","SHAWBURY, UK","  43.5","24","  40.4","24","9999.9"," 0","999.9"," 0","  6.7","24","  6.7","24"," 14.0","999.9","  48.9","*","  35.6","*"," 0.00","G","999.9","010000"
"03414599999","2019-01-05","52.640028","-2.305578","82.9","COSFORD, UK","  38.8"," 9","  35.2"," 9","9999.9"," 0","999.9"," 0","  6.2"," 9","  3.1"," 9","  5.1","999.9","  41.0","*","  35.6","*"," 0.00","I","999.9","000000"
"03418599999","2019-01-01","52.831111","-1.328056","93.26","NOTTINGHAM EAST MIDLANDS, UK","  44.7","24","  39.8","24","9999.9"," 0","999.9"," 0","  6.2","23","  8.8","24"," 14.0","999.9","  50.0","*","  35.6","*","99.99"," ","999.9","010000"
"03462099999","2019-01-06","52.612558","-0.476453","83.21","WITTERING, UK","  46.2"," 5","  43.7"," 5","1036.1"," 5","026.9"," 5","  6.8"," 5","  7.4"," 5","  8.9","999.9","  46.8","*","  45.7","*"," 0.00","I","999.9","000000"
"03469099999","2019-01-01","52.8666667","0.15","3.0","HOLBEACH AUT, UK","  44.9","24","  40.4","24","1034.5","24","034.1","24"," 19.8","24"," 11.0","24"," 15.0"," 25.1","  49.1","*","  39.6","*"," 0.01","E","999.9","010000"
"03482099999","2019-01-01","52.648353","0.550692","22.86","MARHAM, UK","  45.3","24","  39.4","24","9999.9"," 0","999.9"," 0","  6.6","24"," 10.3","24"," 15.0","999.9","  50.0","*","  40.5","*","99.99"," ","999.9","010000"
"03488099999","2019-01-01","52.95","1.1333333","20.0","WEYBOURNE, UK","  45.5","24","  39.6","24","1033.3","24","030.7","24"," 16.9","24"," 17.4","24"," 24.1","999.9","  47.5"," ","  43.5","*"," 0.00","G","999.9","010000"
"03492099999","2019-01-01","52.675833","1.282778","35.66","NORWICH, UK","  46.0","24","  39.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  9.6","24"," 13.0"," 20.0","  48.2","*","  42.8","*","99.99"," ","999.9","010000"
"03502099999","2019-01-01","52.1333333","-4.5666667","134.0","ABERPORTH, UK","  47.2","24","  43.5","24","1037.6","24","021.0","24"," 15.1","24"," 11.2","24"," 14.0","999.9","  48.6","*","  41.9","*"," 0.01","E","999.9","100000"
"03503099999","2019-01-01","52.35","-3.95","62.0","TRAWSGOED, UK","  45.2","24","  42.4","24","1037.3","24","029.4","24"," 10.4","24","  3.2","24","  7.0","999.9","  49.5","*","  31.6","*"," 0.00","G","999.9","010000"
"03507099999","2019-01-01","52.0666666","-3.6166666","307.0","SENNYBRIDGE NUMBER 2, UK","  43.1","24","  41.1","24","1037.6","24","999.4","24"," 12.7","24","  2.9","24","  5.1","999.9","  46.4","*","  35.1","*"," 0.00","G","999.9","010000"
"03520099999","2019-01-01","52.25","-2.8833333","99.0","SHOBDON AIRFIELD, UK","  45.2","24","  39.9","24","1036.8","24","024.4","24"," 17.0","24","  4.9","24","  8.9","999.9","  51.1","*","  33.1","*"," 0.00","G","999.9","000000"
"03522099999","2019-01-01","52.0833333","-2.8","76.0","HEREFORD CREDENHILL, UK","  46.0","24","  40.6","24","1037.1","24","027.5","24"," 21.7","24","  5.1","24","  8.9","999.9","  51.3","*","  36.5","*"," 0.00","G","999.9","010000"
"03529099999","2019-01-01","52.15","-2.0333333","31.0","PERSHORE, UK","  44.5","24","  40.0","24","1036.8","24","032.3","24"," 16.6","24","  5.0","24","  9.9","999.9","  50.5","*","  33.8","*"," 0.00","G","999.9","010000"
"03534099999","2019-01-01","52.453856","-1.748028","99.66","BIRMINGHAM, UK","  45.9","24","  40.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  7.7","24"," 15.9","999.9","  50.0","*","  37.4","*","99.99"," ","999.9","010000"
"03535099999","2019-01-01","52.4833333","-1.6833333","96.0","COLESHILL, UK","  45.0","24","  40.3","24","1035.9","24","023.9","24"," 15.4","24","  6.1","24","  9.9","999.9","  49.1","*","  36.0","*"," 0.00","G","999.9","010000"
"03544099999","2019-01-01","52.3666666","-1.3333333","106.0","CHURCH LAWFORD, UK","  44.3","24","  40.1","24","1036.0","24","022.5","24"," 15.3","24","  5.1","24","  9.9","999.9","  48.7","*","  34.2","*"," 0.00","G","999.9","010000"
"03557399999","2019-01-02","52.072222","-0.616667","109.11","CRANFIELD, UK","  39.5","12","  34.9","12","9999.9"," 0","999.9"," 0","  6.2","12","  4.3","12","  7.0","999.9","  41.0","*","  35.6","*"," 0.00","I","999.9","000000"
"03560099999","2019-01-01","52.2166666","-0.4833333","84.0","BEDFORD, UK","  45.4","24","  39.5","24","1035.4","24","024.7","24"," 27.4","24","  8.6","24"," 13.0","999.9","  50.4","*","  38.7","*"," 0.00","I","999.9","000000"
"03566199999","2019-01-01","55.681944","-6.256667","17.06","ISLAY, UK","  41.5","24","  37.3","24","9999.9"," 0","999.9"," 0","  6.1","24","  8.3","24"," 15.9","999.9","  48.2","*","  33.8","*","99.99"," ","999.9","010000"
"03571599999","2019-01-02","52.205","0.175","14.32","CAMBRIDGE, UK","  40.0","12","  34.3","12","9999.9"," 0","999.9"," 0","  6.2","12","  6.9","12","  8.9","999.9","  42.8","*","  37.4","*"," 0.00","I","999.9","000000"
"03577035046","2019-01-01","52.36667","0.48333","10.1","MILDENHALL, UK","  45.2","24","  44.3","24","1034.4","24","999.9"," 0","  6.2","24","999.9"," 0","999.9","999.9","  51.8"," ","  39.2","*"," 0.00","B","999.9","010000"
"03583035034","2019-01-01","52.4","0.56667","10.1","LAKENHEATH RAF, UK","  45.3","24","  37.9","24","1034.3","24","999.9"," 0","  6.2","24","  8.2","24"," 13.0"," 15.9","  50.7"," ","  40.3"," "," 0.00","B","999.9","010000"
"03590099999","2019-01-01","52.127283","0.956264","86.56","WATTISHAM, UK","  44.2","24","  39.5","24","9999.9"," 0","999.9"," 0","  7.0","24","  9.8","24"," 13.0","999.9","  49.1","*","  39.2","*","99.99"," ","999.9","010000"
